ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSG00000243544	RN7SL172P	NA	3	121653994	121654296
ENSG00000243550	LINC01214	101928022	3	150265407	150409594
ENSG00000243572	LINC02017	105377096	3	55178172	55189214
ENSG00000243620		112268449	3	146881783	147370656
ENSG00000243620		124909494	3	146881783	147370656
ENSG00000243629	LINC00880	339894	3	157074061	157128595
ENSG00000243687	RPL35AP10	NA	3	160342685	160343015
ENSG00000243694	LINC02027	NA	3	80993770	81105182
ENSG00000243701	DUBR	344595	3	107220744	107462923
ENSG00000243709	LEFTY1	10637	1	225886279	225911382
ENSG00000243710	CFAP57	149465	1	43172330	43254358
ENSG00000243715	CACNA2D3-AS1	100874237	3	54874605	54901258
ENSG00000243725	TTC4	7268	1	54715835	54742657
ENSG00000243792	OR7E89P	NA	2	158853755	158854576
ENSG00000243795	LINC02044	101929717	3	113142350	113167819
ENSG00000243799	PEX5L-AS1	NA	3	179875376	179881609
ENSG00000243849	CFAP44-AS1	100874029	3	113403966	113433992
ENSG00000243885		NA	3	149384179	149385800
ENSG00000243918	EIF4BP8	NA	3	122660613	122662438
ENSG00000243926	TIPARP-AS1	730091	3	156634399	156817062
ENSG00000243953		105374171	3	154863732	154986966
ENSG00000243969		NA	3	154803959	154863621
ENSG00000243970	PPIEL	NA	1	39531838	39558707
ENSG00000244009	B3GAT3P1	NA	3	160452598	160453403
ENSG00000244026	FAM86DP	692099	3	75422961	75435110
ENSG00000244038	DDOST	1650	1	20651767	20661544
ENSG00000244040	IL12A-AS1	101928376	3	159902045	160226966
ENSG00000244062	ACSL3P1	NA	3	133760300	133762363
ENSG00000244122	UGT1A7	54577	2	233681901	233773300
ENSG00000244128	LINC01322	103695433	3	165206440	165846519
ENSG00000244137	CAPN9-AS1	NA	1	230710698	230795492
ENSG00000244144	INAVAP1	NA	3	112185480	112185998
ENSG00000244161	FLNB-AS1	105377105	3	58162547	58170636
ENSG00000244171	PBX2P1	NA	3	143176327	143177617
ENSG00000244203	FOXP1-AS1	104502416	3	71289759	71305854
ENSG00000244215	LINC02016	101927123	3	127322307	127390670
ENSG00000244227	LRRC77P	NA	3	167896074	167920676
ENSG00000244280	ECEL1P2	NA	2	232386701	232387457
ENSG00000244286	ITGB5-AS1	NA	3	124781155	124787757
ENSG00000244300	GATA2-AS1	NA	3	128488130	128539314
ENSG00000244301	AOX3P	NA	2	200678233	200732539
ENSG00000244302	PEX5L-AS2	101928790	3	179898194	179921899
ENSG00000244310		NA	2	9110403	9117009
ENSG00000244342	LINC00698	285401	3	62950384	63148804
ENSG00000244345		NA	3	72471420	72553307
ENSG00000244346	C9orf85P2	NA	3	182950783	182956307
ENSG00000244357	RN7SL145P	NA	3	45742675	45742970
ENSG00000244383	FAM3D-AS1	105377108	3	58607080	58644491
ENSG00000244405	ETV5	2119	3	186046314	186110318
ENSG00000244464		NA	3	99598064	99637308
ENSG00000244468	TM4SF18-AS1	NA	3	149284779	149333653
ENSG00000244493	SLC9A9-AS2	NA	3	143381338	143382161
ENSG00000244513	EOGT-DT	NA	3	69013941	69057372
ENSG00000244515	KRT18P34	NA	3	157162663	157163932
ENSG00000244564	PRICKLE2-DT	101929316	3	64445231	64456070
ENSG00000244575	IGKV1-27	NA	2	89213423	89213928
ENSG00000244617	ASPRV1	151516	2	69960089	69961631
ENSG00000244675		NA	3	194496317	194501503
ENSG00000244681	MTHFD2P1	NA	3	95654968	95655838
ENSG00000244682	FCGR2C	NA	1	161581339	161605662
ENSG00000244699	EVA1CP5	NA	3	75384059	75391810
ENSG00000244703	CD46P1	NA	1	207645234	207657410
ENSG00000244706		NA	3	167866249	167977217
ENSG00000244720	NT5C3AP2	NA	3	111633672	111635089
ENSG00000246526	LINC02481	339988	4	6680936	6693673
ENSG00000246575		NA	2	85315041	85316529
ENSG00000247596	TWF2	11344	3	52228612	52246788
ENSG00000247708	STX18-AS1	100507266	4	4542090	4821468
ENSG00000248243	LINC02014	NA	3	130086132	130095921
ENSG00000248458		NA	1	66665864	66677027
ENSG00000248485	PCP4L1	654790	1	161258136	161285450
ENSG00000248557	METTL5P2	NA	3	126624792	126626061
ENSG00000248724	NPHP3-AS1	348808	3	132721750	132895230
ENSG00000248932	COPB2-DT	100507291	3	139389705	139782699
ENSG00000249145	LINC02517	105374374	4	8320105	8327165
ENSG00000249225		NA	3	98099908	98148514
ENSG00000249290		NA	3	140449435	140460351
ENSG00000249563	EVA1CP1	NA	4	9733370	9742361
ENSG00000249592	PCGF3-AS1	100129917	4	760202	781874
ENSG00000249602		NA	1	151763384	151769501
ENSG00000249673	NOP14-AS1	NA	4	2934876	2961738
ENSG00000249725		NA	3	133015004	133038194
ENSG00000249767	ENPP7P10	NA	4	9079023	9141608
ENSG00000249786	EAF1-AS1	NA	3	15436171	15449994
ENSG00000249799	SNRPCP13	NA	4	9583942	9584131
ENSG00000249896	JAKMIP1-DT	NA	4	6227614	6229867
ENSG00000249992	TMEM158	25907	3	45224466	45226287
ENSG00000250129	NEK11-AS1	NA	3	131050174	131072370
ENSG00000250218	ALDH1L1-AS1	100874204	3	126083650	126108069
ENSG00000250259		NA	4	1027678	1028972
ENSG00000250271		NA	3	151797047	151803925
ENSG00000250592		NA	3	130899414	130929976
ENSG00000250608	NUDT16-DT	339874	3	131276183	131381656
ENSG00000250643		NA	3	129946209	130003557
ENSG00000250934		105374088	3	126259027	126323406
ENSG00000250942	ENPP7P11	NA	4	9677308	9677934
ENSG00000250986	LINC02600	NA	4	3758748	3763390
ENSG00000251011	TMEM108-AS1	NA	3	133245603	133257207
ENSG00000251088		NA	3	98233651	98457898
ENSG00000251090	OR5AC4P	NA	3	98104754	98105672
ENSG00000251148		NA	4	2295584	2319089
ENSG00000251178	OR7E21P	NA	3	130034553	130035539
ENSG00000251224	CNOT10-AS1	100874109	3	32730635	32737454
ENSG00000251271	ALG1L7P	NA	4	3935447	3942519
ENSG00000251287	ALG1L2	644974	3	130081831	130113227
ENSG00000251408		NA	4	6202328	6206649
ENSG00000251448		NA	3	126288123	126301213
ENSG00000251474	RPL32P3	NA	3	129396218	129397109
ENSG00000251491	OR7E28P	NA	2	158862311	158863285
ENSG00000251576	LINC01267	101927565	3	14348060	14371864
ENSG00000251580	LINC02482	NA	4	6648695	6673965
ENSG00000251595	ABCA11P	NA	4	425773	427882
ENSG00000251614	HSPA8P19	NA	3	132645831	132650383
ENSG00000251615		NA	4	8355090	8358338
ENSG00000251639		NA	4	1100016	1101558
ENSG00000251669	FAM86EP	NA	4	3943274	3955419
ENSG00000252051	RN7SKP276	NA	1	229410500	229410767
ENSG00000253087	RNU6-1174P	NA	3	134780527	134780627
ENSG00000253313	C1orf210	149466	1	43281866	43285908
ENSG00000253399		NA	4	1358479	1359461
ENSG00000253831	ETV3L	440695	1	157092043	157117877
ENSG00000253998	IGKV2-29	NA	2	89234174	89234912
ENSG00000254094		NA	4	1356581	1358075
ENSG00000254126	CD8B2	927	2	106487364	106544297
ENSG00000254157	IGKV2-18	NA	2	89128724	89129483
ENSG00000254485		NA	3	9292588	9363303
ENSG00000254685	FPGT	8790	1	74198238	74234086
ENSG00000254726	MEX3A	92312	1	156072013	156082465
ENSG00000254999	BRK1	55845	3	10115673	10127190
ENSG00000255154	HTD2	109703458	3	58306262	58320193
ENSG00000255423	EBLN2	55096	3	73061659	73063337
ENSG00000257284		NA	2	143162078	143172172
ENSG00000258082	LINC03108	NA	1	234978814	234980804
ENSG00000258673	LINC01397	104355139	1	110082638	110138881
ENSG00000258910	LINC01956	NA	2	118766965	118836088
ENSG00000259793		NA	2	233351132	233353416
ENSG00000259818	CZIB-DT	120017342	1	53220663	53224253
ENSG00000259848		NA	2	94886861	94892756
ENSG00000259956	RBM15B	29890	3	51391285	51397908
ENSG00000259961		107984918	1	13513220	13516270
ENSG00000260059		NA	2	138568889	138602426
ENSG00000260063		NA	1	26692132	26695943
ENSG00000260101	AFTPH-DT	NA	2	64522187	64524789
ENSG00000260322		NA	1	80114943	80116918
ENSG00000260377		NA	3	182739669	182740848
ENSG00000260460		NA	1	156509854	156511681
ENSG00000260464		NA	1	93847174	93848939
ENSG00000260634		NA	2	127023537	127025980
ENSG00000260670		NA	3	72321051	72324027
ENSG00000260698		NA	1	246682108	246685075
ENSG00000260805		NA	1	212555799	212559731
ENSG00000260840	LINC01964	100996478	2	85015876	85067347
ENSG00000260855		NA	1	246772301	246775772
ENSG00000260868	LINC01960	100128905	2	174025280	174027163
ENSG00000260971		NA	1	56154545	56477687
ENSG00000260990		NA	1	175278297	175335896
ENSG00000261000		NA	1	206503948	206504456
ENSG00000261055		NA	1	109895973	109907393
ENSG00000261104		NA	2	9106593	9109865
ENSG00000261168		NA	1	151130075	151131610
ENSG00000261250		NA	1	179543201	179548922
ENSG00000261292		NA	3	97759523	97761532
ENSG00000261338		NA	2	218255319	218257366
ENSG00000261468		NA	3	30695664	30699576
ENSG00000261488	TBILA	112806053	3	112133423	112135359
ENSG00000261572		NA	3	32236687	32238629
ENSG00000261603	PRSS46P	NA	3	46719749	46736388
ENSG00000261654		NA	1	110936369	110942353
ENSG00000261664	TTC39A-AS1	NA	1	51329616	51335410
ENSG00000261716	H2BC20P	NA	1	149850193	149850772
ENSG00000261831		NA	1	179926369	179941883
ENSG00000263528	IKBKE	9641	1	206470332	206496891
ENSG00000263676	MIR4632	100616438	1	12191713	12191773
ENSG00000263826		NA	3	186781780	186784179
ENSG00000263956	NBPF11	200030	1	148102042	148152342
ENSG00000263961	RHEX	440712	1	206053173	206102449
ENSG00000264343	NOTCH2NLA	388677	1	146145929	146229073
ENSG00000264522	OTUD7B	56957	1	149937812	150010758
ENSG00000265491	RNF115	27246	1	145738868	145824095
ENSG00000265531	FCGR1CP	NA	1	143874793	143883575
ENSG00000265972	TXNIP	10628	1	145992435	145996580
ENSG00000265981	MIR544B	100422864	3	124732439	124732516
ENSG00000265992	ESRG	790952	3	54632109	54657002
ENSG00000266028	SRGAP2	23380	1	206203346	206464436
ENSG00000266094	RASSF5	83593	1	206507531	206589448
ENSG00000266472	MRPS21	54460	1	150293854	150308981
ENSG00000266993		NA	1	51793934	51799154
ENSG00000267305		NA	1	222510169	222519732
ENSG00000267734		NA	1	86932199	86934891
ENSG00000268043	NBPF12	149013	1	146938324	146996202
ENSG00000268869	ESPNP	NA	1	16691214	16720157
ENSG00000268903		NA	1	135141	135895
ENSG00000268949	MRPS17P1	NA	1	44988705	44991834
ENSG00000269621		NA	1	151755541	151759911
ENSG00000269707		NA	2	104853285	104927722
ENSG00000269713	NBPF9	400818	1	149052186	149103591
ENSG00000269886		NA	3	9812762	9813097
ENSG00000269887		NA	1	164680085	164680799
ENSG00000269925		NA	1	7776383	7776775
ENSG00000269973		NA	2	9936360	9939590
ENSG00000269976		NA	2	20586248	20586686
ENSG00000269978		NA	1	7700704	7702528
ENSG00000269982		NA	3	9958717	9962539
ENSG00000269984		NA	3	169777192	169780334
ENSG00000270090		NA	4	3544518	3548796
ENSG00000270141	TERC	7012	3	169764610	169765060
ENSG00000270170	NCBP2AS2	152217	3	196942674	196943543
ENSG00000270171		NA	1	7693124	7694844
ENSG00000270207		NA	3	7569999	7790482
ENSG00000270210		NA	2	28425945	28426719
ENSG00000270231	NBPF8	728841	1	120415035	120469676
ENSG00000270392	PFN1P2	NA	1	120433656	120434052
ENSG00000270457		NA	1	59289303	59289640
ENSG00000270488		NA	2	10874291	10874567
ENSG00000270532	PEBP1P2	NA	2	85341281	85341838
ENSG00000270540		NA	2	236367560	236369102
ENSG00000270562	FOXP1-DT	NA	3	71584048	71587409
ENSG00000270571	TACR1-AS1	105374811	2	75154366	75189949
ENSG00000270585	SNX2P1	NA	1	220207618	220208282
ENSG00000270605		NA	1	28239509	28247210
ENSG00000270629	NBPF14	25832	1	148531385	148679742
ENSG00000270696		NA	2	75660462	75662208
ENSG00000270739	THAP5P2	NA	3	16275060	16276632
ENSG00000270772	PDHA1P1	NA	3	57800056	57801448
ENSG00000270820	USP34-DT	105377633	2	61470077	61495188
ENSG00000270930	GRAMD4P8	NA	2	131646704	131648372
ENSG00000270959	LPP-AS2	339929	3	188151206	188154087
ENSG00000270996		NA	2	75719120	75720018
ENSG00000271134	IFITM3P9	NA	2	60682873	60683244
ENSG00000271137	AKTIPP1	NA	3	52753526	52754690
ENSG00000271151		NA	2	173968351	173969418
ENSG00000271270	TMCC1-DT	100507032	3	129893788	129918579
ENSG00000271329		NA	1	44187943	44189049
ENSG00000271398		NA	1	28247144	28247568
ENSG00000271425	NBPF10	100132406	1	146064711	146229000
ENSG00000271532	BBIP1P1	NA	2	101068378	101068656
ENSG00000271576	PRKACB-DT	NA	1	84076329	84078555
ENSG00000271639	PPFIA1P1	NA	2	233545482	233547032
ENSG00000271680		NA	1	206905928	206906393
ENSG00000271711	SAP30P1	NA	3	150611262	150611877
ENSG00000271716		NA	3	11607184	11610748
ENSG00000271736	LINC02772	105371455	1	157273701	157283968
ENSG00000271778		NA	3	158782547	158783124
ENSG00000271806		NA	1	2141084	2145279
ENSG00000271811		NA	1	170667381	170669425
ENSG00000271825		NA	2	177300600	177302006
ENSG00000271856	LINC01215	101929623	3	108097871	108138610
ENSG00000271889	C2orf74-AS1	339803	2	61141592	61178345
ENSG00000271889	C2orf74-AS1	105374758	2	61141592	61178345
ENSG00000271893		NA	2	195451778	195546947
ENSG00000271937		NA	3	44337941	44338552
ENSG00000271947		NA	2	6905724	6906301
ENSG00000271977	EVA1CP2	NA	4	3915187	3924274
ENSG00000271989		NA	1	10429881	10430677
ENSG00000271996		NA	2	177306373	177310572
ENSG00000272077		NA	3	44667412	44669364
ENSG00000272078		NA	1	10639241	10654333
ENSG00000272084		NA	1	19072110	19075511
ENSG00000272180		NA	2	55952158	56181653
ENSG00000272182		NA	3	58428255	58428815
ENSG00000272235		NA	1	3306636	3310096
ENSG00000272247		NA	3	158801257	158801935
ENSG00000272263		NA	3	12832219	12832728
ENSG00000272275		NA	2	10767875	10770058
ENSG00000272342	LINC01115	339822	2	739588	740164
ENSG00000272362		NA	1	234644666	234647571
ENSG00000272419	LINC01145	NA	1	145214677	145215726
ENSG00000272438		NA	1	904786	921034
ENSG00000272449		NA	1	2530064	2547878
ENSG00000272491		NA	1	48227888	48229561
ENSG00000272498		NA	3	16339308	16339871
ENSG00000272563		NA	2	113432600	113436042
ENSG00000272573	MUSTN1	389125	3	52833114	52835019
ENSG00000272597		NA	3	107329430	107329962
ENSG00000272610	MAGI1-IT1	151877	3	65872815	65954558
ENSG00000272620	AFAP1-AS1	84740	4	7754077	7778928
ENSG00000272645	GTF2IP20	NA	1	223982754	223988154
ENSG00000272672		NA	1	89939601	89940147
ENSG00000272690	LINC02018	107986100	3	75415069	75559909
ENSG00000272707		NA	3	194637505	194637664
ENSG00000272710		NA	3	75579978	75580199
ENSG00000272721	EIF2B5-DT	NA	3	184114415	184154683
ENSG00000272729		NA	2	176164164	176165716
ENSG00000272735		NA	2	71067517	71068559
ENSG00000272750		NA	1	222658867	222661512
ENSG00000272774		NA	3	72178279	72178810
ENSG00000272861		NA	2	105249401	105251446
ENSG00000272865		NA	1	242147230	242210832
ENSG00000272886	DCP1A	55802	3	53283429	53347683
ENSG00000272895		NA	2	117998745	117999480
ENSG00000272902	TBC1D8-AS1	100506286	2	101151660	101155412
ENSG00000272944		NA	2	221572506	221574454
ENSG00000272970		107986163	3	184712184	184780742
ENSG00000272989	LINC02012	NA	3	197505262	197506986
ENSG00000272990		NA	3	156523740	156524247
ENSG00000273006		NA	2	38193348	38193629
ENSG00000273013		NA	3	196474801	196475394
ENSG00000273058		NA	1	236536162	236536704
ENSG00000273062	RALGPS2-AS1	NA	1	178724306	178726285
ENSG00000273080		NA	2	86195148	86196644
ENSG00000273118		NA	2	212563601	213021545
ENSG00000273125	LINC01990	101929607	3	107394701	107463912
ENSG00000273129	PACERR	NA	1	186680108	186683165
ENSG00000273160		NA	1	167457742	167459891
ENSG00000273245		NA	2	73750256	73750786
ENSG00000273302		NA	2	61199979	61200769
ENSG00000273328		NA	3	42809414	42908105
ENSG00000273367		NA	1	234372186	234372811
ENSG00000273445		NA	2	87458603	87500177
ENSG00000273483		NA	1	112517799	112518441
ENSG00000273933		NA	1	159972548	159974064
ENSG00000274010	ZFP91P1	NA	2	127840606	127841763
ENSG00000274020	LINC01138	388685	1	148254495	148529415
ENSG00000274020	LINC01138	105371226	1	148254495	148529415
ENSG00000274210	RNVU1-27	124904621	1	148522601	148522765
ENSG00000274265		NA	1	149153076	149358719
ENSG00000274353		NA	2	131821987	131822920
ENSG00000274386	TMEM269	100129924	1	42784991	42816619
ENSG00000274629		NA	2	224442844	224474961
ENSG00000274642		NA	1	120197085	120319680
ENSG00000274895		NA	1	213983793	213986419
ENSG00000274977		NA	2	240701204	240701685
ENSG00000274978	RNU11	26824	1	28648600	28648734
ENSG00000275052	PPP4R3B	57223	2	55547292	55618880
ENSG00000275064	PDE4DIPP5	NA	1	145509047	145520594
ENSG00000275111	ZNF2	7549	2	95165432	95184317
ENSG00000275131	PDE4DIPP2	NA	1	120489860	120701289
ENSG00000275585	PDE4DIPP4	NA	1	121029592	121042572
ENSG00000275607	WDR53P1	NA	3	58379217	58379525
ENSG00000275678		NA	1	67121605	67123956
ENSG00000275956		NA	3	52732547	52733867
ENSG00000276407		102724877	3	194070103	194123469
ENSG00000276600	RAB7B	338382	1	205976740	206003461
ENSG00000276830	MIR6730	102466722	1	12578957	12579023
ENSG00000276975	HYDIN2	NA	1	146547367	146898974
ENSG00000276997		NA	1	222477252	222504622
ENSG00000277007		NA	1	219270774	219273387
ENSG00000277250	Metazoa_SRP	NA	3	128673681	128674021
ENSG00000277462	ZNF670	93474	1	247034637	247078811
ENSG00000277498		NA	2	61858137	61860298
ENSG00000277610	RNVU1-4	101954264	1	120942600	120942763
ENSG00000277610	RNVU1-4	101954268	1	120942600	120942763
ENSG00000277855		105377155	3	71581601	71653387
ENSG00000277997		NA	2	307683	309424
ENSG00000278467		NA	1	223994262	223995196
ENSG00000278480	ZBTB2P1	NA	1	15226373	15227549
ENSG00000278596	MIR6077	102466225	1	148388282	148388363
ENSG00000278631	SOWAHCP5	NA	2	94861362	94862667
ENSG00000278764	Metazoa_SRP	NA	2	46266690	46266971
ENSG00000278811	LINC00624	100289211	1	147258885	147517879
ENSG00000278962		NA	2	112188364	112190635
ENSG00000279096		NA	1	48102068	48104736
ENSG00000279254		NA	2	46668870	46670778
ENSG00000279306		NA	1	228486188	228487120
ENSG00000279311		NA	3	158869898	158871821
ENSG00000279317		NA	2	210171489	210429434
ENSG00000279328		124906280	3	126432796	126434569
ENSG00000279507		NA	3	128914833	128915060
ENSG00000279513		NA	1	117493515	117495006
ENSG00000279526		NA	2	23616499	23618000
ENSG00000279658		NA	3	97836986	97874691
ENSG00000279859		NA	4	6691995	6692970
ENSG00000279862		NA	3	172301654	172303052
ENSG00000279946		NA	1	206541758	206544892
ENSG00000280042		NA	3	124791119	124793104
ENSG00000280114		NA	1	16681097	16688749
ENSG00000280228	AMANZI	NA	2	112840328	112844195
ENSG00000280310		NA	4	4820405	4821452
ENSG00000280378		NA	1	54033126	54034880
ENSG00000280417		NA	3	53046166	53048122
ENSG00000280425		NA	1	54120994	54142980
ENSG00000280587	LINC01348	731656	1	235054610	235074378
ENSG00000280649		NA	1	148458814	148459871
ENSG00000280670	CCDC163	126661	1	45493866	45500163
ENSG00000280721	LINC01943	101928173	2	87439522	87459111
ENSG00000280878		NA	2	111468810	111637967
ENSG00000280927	CTBP1-AS	285463	4	1210120	1218591
ENSG00000281016		NA	4	386129	454070
ENSG00000281131	SCHLAP1	101669767	2	180692009	180916939
ENSG00000281162	LINC01127	NA	2	101961596	101989015
ENSG00000281195		NA	2	71373938	71376320
ENSG00000281207	SLFNL1-AS1	100507178	1	41014590	41043890
ENSG00000281392	LINC00506	100846978	3	86996642	87158551
ENSG00000281406	BLACAT1	101669762	1	205434885	205457390
ENSG00000282057		NA	1	85482281	85578250
ENSG00000282097		NA	1	234709165	234721431
ENSG00000282511	CLUHP10	NA	3	75629993	75634057
ENSG00000282608	ADORA3	140	1	111499429	111503633
ENSG00000282742		NA	4	6697861	6698809
ENSG00000282843		NA	1	17193232	17201733
ENSG00000282872	C1orf232	110806296	1	26164101	26168963
ENSG00000282890	MIR548BAHG	NA	2	48809340	49419013
ENSG00000282975	LINC02034	NA	3	127537937	127540485
ENSG00000282987		NA	3	21006730	21226305
ENSG00000282998		NA	2	49202101	49562658
ENSG00000283031		NA	2	23667208	23685453
ENSG00000283036	LINC01988	100506319	3	44424111	44429531
ENSG00000283132	KMT2CP4	NA	2	89622213	89640635
ENSG00000283148		NA	3	58174478	58178374
ENSG00000283154	IQCJ-SCHIP1	100505385	3	158962235	159897358
ENSG00000283175		101929130	3	187291238	187297940
ENSG00000283196		NA	2	89580558	89581140
ENSG00000283259		NA	1	2773603	2776473
ENSG00000283270	MALLP2	NA	2	88811633	88818429
ENSG00000283324	CTXND2	100996521	1	150887136	150913292
ENSG00000283392		NA	3	14602035	14641443
ENSG00000283426	SMBD1P	NA	3	195701618	195711643
ENSG00000283434	CSNK2A2IP	111064647	3	88338416	88467594
ENSG00000283511		NA	3	58180009	58183978
ENSG00000283518	LINC02775	NA	1	214022324	214187773
ENSG00000283635		NA	2	238289127	238300185
ENSG00000283683	MYOCOS	110806290	1	171600621	171638799
ENSG00000283839		105373780	2	184567625	184599008
ENSG00000283849		NA	3	39152906	39154723
ENSG00000283865	MTND3P18	NA	2	131379743	131380083
ENSG00000283973		NA	1	42959065	42962203
ENSG00000283994		NA	2	143601517	143608759
ENSG00000284052		NA	2	190607660	190649840
ENSG00000284188	C1orf202	122455338	1	244729701	244731015
ENSG00000284237	LINC02767	105372883	1	207909992	207986863
ENSG00000284237	LINC02767	107985253	1	207909992	207986863
ENSG00000284309		NA	1	26046665	26049099
ENSG00000284543	LINC01226	NA	1	31506209	31583306
ENSG00000001036	FUCA2	2519	6	143493961	143511842
ENSG00000001084	GCLC	2729	6	53497341	53616970
ENSG00000001561	ENPP4	22875	6	46129964	46146699
ENSG00000001626	CFTR	1080	7	117287120	117715971
ENSG00000001629	ANKIB1	54467	7	92245973	92402070
ENSG00000002587	HS3ST1	9957	4	11393150	11429564
ENSG00000002726	AOC1	26	7	150824627	150861504
ENSG00000002745	WNT16	51384	7	121325367	121341104
ENSG00000002746	HECW1	23072	7	43112629	43566001
ENSG00000002822	MAD1L1	8379	7	1815787	2233243
ENSG00000003147	ICA1	3382	7	8113181	8262687
ENSG00000003987	MTMR7	9108	8	17296794	17413528
ENSG00000003989	SLC7A2	6542	8	17496975	17570573
ENSG00000004468	CD38	952	4	15778275	15853232
ENSG00000004766	VPS50	55610	7	93232340	93361123
ENSG00000004799	PDK4	5166	7	95583497	95597638
ENSG00000004809	SLC22A16	85413	6	110424687	110476681
ENSG00000004846	ABCB5	340273	7	20615667	20777038
ENSG00000004864	SLC25A13	10165	7	96120218	96322147
ENSG00000004866	ST7	7982	7	116952980	117230812
ENSG00000004866	ST7	93655	7	116952980	117230812
ENSG00000004948	CALCR	799	7	93424486	93575738
ENSG00000005020	SKAP2	8935	7	26667003	26995239
ENSG00000005059	MCUB	55013	4	109560209	109688719
ENSG00000005075	POLR2J	5439	7	102473128	102478929
ENSG00000005108	THSD7A	221981	7	11370365	11832198
ENSG00000005249	PRKAR2B	5577	7	107044627	107161811
ENSG00000005421	PON1	5444	7	95297173	95324710
ENSG00000005486	RHBDD2	57414	7	75842602	75888927
ENSG00000005700	IBTK	25998	6	82169984	82247775
ENSG00000005981	ASB4	51666	7	95478444	95540233
ENSG00000006128	TAC1	6863	7	97732053	97740472
ENSG00000006377	DLX6	1750	7	97005553	97011040
ENSG00000006451	RALA	5898	7	39623445	39708124
ENSG00000006453	BAIAP2L1	55971	7	98291648	98401115
ENSG00000006468	ETV1	2115	7	13891229	13991425
ENSG00000006530	AGK	55750	7	141551278	141655244
ENSG00000006606	CCL26	10344	7	75769533	75789896
ENSG00000006625	GGCT	79017	7	30496620	30504850
ENSG00000006634	DBF4	10926	7	87876216	87909553
ENSG00000006652	IFRD1	3475	7	112422887	112481017
ENSG00000006704	GTF2IRD1	9569	7	74452463	74602619
ENSG00000006715	VPS41	27072	7	38722974	38932394
ENSG00000006747	SCIN	85477	7	12570577	12660182
ENSG00000007062	PROM1	8842	4	15963076	16084378
ENSG00000007866	TEAD3	7005	6	35473597	35497079
ENSG00000007944	MYLIP	29116	6	16129086	16151367
ENSG00000008018	PSMB1	5689	6	170535116	170553327
ENSG00000008083	JARID2	3720	6	15244937	15522042
ENSG00000008196	TFAP2B	7021	6	50818723	50847619
ENSG00000008277	ADAM22	53616	7	87934136	88202889
ENSG00000008282	SYPL1	6856	7	106090500	106112589
ENSG00000008311	AASS	10157	7	122064583	122144489
ENSG00000008853	RHOBTB2	23221	8	22987222	23020723
ENSG00000009335	UBE3C	9690	7	157138922	157269372
ENSG00000009413	REV3L	5980	6	111299028	111483715
ENSG00000010017	RANBP9	10048	6	13621498	13712087
ENSG00000010030	ETV7	51513	6	36354091	36387800
ENSG00000010270	STARD3NL	83930	7	38178245	38230671
ENSG00000010704	HFE	3077	6	26087226	26098343
ENSG00000010810	FYN	2534	6	111660332	111873475
ENSG00000010818	HIVEP2	3097	6	142751467	142956698
ENSG00000011083	SLC6A7	6534	5	150190062	150222788
ENSG00000011275	RNF216	54476	7	5620047	5781696
ENSG00000011426	ANLN	54443	7	36389727	36453791
ENSG00000012232	EXTL3	2137	8	28600469	28756561
ENSG00000012660	ELOVL5	60481	6	53260285	53349179
ENSG00000013374	NUB1	51667	7	151341708	151378461
ENSG00000013375	PGM3	5238	6	83147324	83194005
ENSG00000013392	RWDD2A	112611	6	83193337	83198935
ENSG00000014123	UFL1	23376	6	96521595	96555276
ENSG00000014824	SLC30A9	10463	4	41990496	42090461
ENSG00000015520	NPC1L1	29881	7	44512535	44541330
ENSG00000015676	NUDCD3	23386	7	44379119	44490690
ENSG00000016082	ISL1	3670	5	51383443	51394730
ENSG00000016402	IL20RA	53832	6	136999971	137045180
ENSG00000018189	RUFY3	22902	4	70704204	70808619
ENSG00000019582	CD74	972	5	150401637	150412969
ENSG00000019991	HGF	3082	7	81699010	81770438
ENSG00000020181	ADGRA2	25960	8	37784191	37844896
ENSG00000021355	SERPINB1	1992	6	2832332	2842001
ENSG00000021461	CYP3A43	64816	7	99827922	99867305
ENSG00000023287	RB1CC1	9821	8	52622458	52745843
ENSG00000023892	DEF6	50619	6	35297818	35321909
ENSG00000024048	UBR2	23304	6	42563995	42693505
ENSG00000024862	CCDC28A	25901	6	138773493	138793319
ENSG00000025039	RRAGD	58528	6	89364616	89412735
ENSG00000025156	HSF2	3298	6	122399551	122433119
ENSG00000025796	SEC63	11231	6	107867756	107958309
ENSG00000026297	RNASET2	8635	6	166922113	166957448
ENSG00000026950	BTN3A1	11119	6	26402237	26415216
ENSG00000027697	IFNGR1	3459	6	137197483	137219449
ENSG00000027847	B4GALT7	11285	5	177600114	177611056
ENSG00000029534	ANK1	286	8	41653220	41896741
ENSG00000029559	IBSP	3381	4	87799546	87813329
ENSG00000029639	TFB1M	51106	6	155256134	155314493
ENSG00000030110	BAK1	578	6	33572547	33580305
ENSG00000031691	CENPQ	55166	6	49463335	49495815
ENSG00000033050	ABCF2	10061	7	151211484	151227241
ENSG00000033100	CHPF2	54480	7	151232483	151240979
ENSG00000033178	UBA6	55236	4	67612652	67701199
ENSG00000034239	CLXN	79645	8	48710789	48735311
ENSG00000034677	RNF19A	25897	8	100257059	100336218
ENSG00000034693	PEX3	8504	6	143450805	143490616
ENSG00000035499	DEPDC1B	55789	5	60596912	60700194
